draw,panel,level,value
1327,Overall Feedback,Partial,1.020219017229928
1328,Overall Feedback,Partial,1.3659637683430719
1329,Overall Feedback,Partial,1.0737528298153747
1330,Overall Feedback,Partial,1.0744481318164731
1331,Overall Feedback,Partial,1.1387181814964578
1332,Overall Feedback,Partial,1.3983677197831756
1333,Overall Feedback,Partial,1.019619223276765
1334,Overall Feedback,Partial,1.2664659638776388
1335,Overall Feedback,Partial,1.3884433289955442
1336,Overall Feedback,Partial,1.116977136354768
1337,Overall Feedback,Partial,0.9072127269343064
1338,Overall Feedback,Partial,1.2273770329788842
1339,Overall Feedback,Partial,0.7539566914053842
1340,Overall Feedback,Partial,0.9575338966253016
1341,Overall Feedback,Partial,1.1054919586789627
1342,Overall Feedback,Partial,1.3740561984169541
1343,Overall Feedback,Partial,1.7120913849986448
1344,Overall Feedback,Partial,0.9293507596916213
1345,Overall Feedback,Partial,1.1627853384734699
1346,Overall Feedback,Partial,1.139384305070015
1347,Overall Feedback,Partial,0.9607771265388017
1348,Overall Feedback,Partial,0.9691658066157849
1349,Overall Feedback,Partial,1.2044837530103105
1350,Overall Feedback,Partial,1.1034824706746647
1351,Overall Feedback,Partial,0.7612104006513626
1352,Overall Feedback,Partial,1.0599280402316664
1353,Overall Feedback,Partial,1.041223511292053
1354,Overall Feedback,Partial,1.0248293519969391
1355,Overall Feedback,Partial,1.1700662256479641
1356,Overall Feedback,Partial,0.7839830848020293
1357,Overall Feedback,Partial,0.9876480137664125
1358,Overall Feedback,Partial,1.0430495730221805
1359,Overall Feedback,Partial,1.3246322534624002
1360,Overall Feedback,Partial,0.9951939239369514
1361,Overall Feedback,Partial,0.6944549735849933
1362,Overall Feedback,Partial,0.8625955605606065
1363,Overall Feedback,Partial,0.9886779178204204
1364,Overall Feedback,Partial,0.8784052594055807
1365,Overall Feedback,Partial,0.6594654297000289
1366,Overall Feedback,Partial,1.0214329106191469
1367,Overall Feedback,Partial,0.9358862438943027
1368,Overall Feedback,Partial,0.9254617491276119
1369,Overall Feedback,Partial,0.7129572090798505
1370,Overall Feedback,Partial,0.8093499341491531
1371,Overall Feedback,Partial,1.3393441684445442
1372,Overall Feedback,Partial,1.0643465195755182
1373,Overall Feedback,Partial,1.0917527891108096
1374,Overall Feedback,Partial,0.790480269479118
1375,Overall Feedback,Partial,1.2269084998154027
1376,Overall Feedback,Partial,0.79911902624539
1377,Overall Feedback,Partial,1.285542178777878
1378,Overall Feedback,Partial,1.1015873795557964
1379,Overall Feedback,Partial,1.2184009691471998
1380,Overall Feedback,Partial,0.9380607882768964
1381,Overall Feedback,Partial,1.1264994330257527
1382,Overall Feedback,Partial,1.100968984713131
1383,Overall Feedback,Partial,1.1982222120106527
1384,Overall Feedback,Partial,1.4705669244445243
1385,Overall Feedback,Partial,1.061734394846121
1386,Overall Feedback,Partial,0.9976788385730154
1387,Overall Feedback,Partial,1.3565377444104207
1388,Overall Feedback,Partial,0.9268772922089369
1389,Overall Feedback,Partial,1.0110750433923004
1390,Overall Feedback,Partial,0.9046080155733972
1391,Overall Feedback,Partial,0.984106466548185
1392,Overall Feedback,Partial,0.9946692519701411
1393,Overall Feedback,Partial,0.8151283780782302
1394,Overall Feedback,Partial,1.3283226624386861
1395,Overall Feedback,Partial,1.2980498145824342
1396,Overall Feedback,Partial,1.5725135035855664
1397,Overall Feedback,Partial,1.3360840608763473
1398,Overall Feedback,Partial,1.3290540020433765
1399,Overall Feedback,Partial,1.3835618499585343
1400,Overall Feedback,Partial,0.9942189736998553
1401,Overall Feedback,Partial,1.471260735287291
1402,Overall Feedback,Partial,1.433313841802849
1403,Overall Feedback,Partial,0.9224546034620168
1404,Overall Feedback,Partial,1.153499057082079
1405,Overall Feedback,Partial,0.7647170932462596
1406,Overall Feedback,Partial,0.9333144571871951
1407,Overall Feedback,Partial,1.0294787189582273
1408,Overall Feedback,Partial,1.1474187212227298
1409,Overall Feedback,Partial,1.191536952663207
1410,Overall Feedback,Partial,1.3460595337116918
1411,Overall Feedback,Partial,0.991798888353777
1412,Overall Feedback,Partial,0.8764820669688135
1413,Overall Feedback,Partial,0.6660821870944017
1414,Overall Feedback,Partial,1.0799219164820155
1415,Overall Feedback,Partial,0.8707808184385293
1416,Overall Feedback,Partial,0.7612196809555979
1417,Overall Feedback,Partial,0.8380903478135722
1418,Overall Feedback,Partial,0.8166752544619593
1419,Overall Feedback,Partial,0.73710569125675
1420,Overall Feedback,Partial,1.1314843087333737
1421,Overall Feedback,Partial,1.2364862329808952
1422,Overall Feedback,Partial,0.7018143844156086
1423,Overall Feedback,Partial,1.0344407579002508
1424,Overall Feedback,Partial,1.2303982364582038
1425,Overall Feedback,Partial,0.7966027640022482
1426,Overall Feedback,Partial,1.106740756889027
1427,Overall Feedback,Partial,0.9478535816429916
1428,Overall Feedback,Partial,0.9116925914337003
1429,Overall Feedback,Partial,0.9004140846933761
1430,Overall Feedback,Partial,1.1436035989979239
1431,Overall Feedback,Partial,1.31568948122506
1432,Overall Feedback,Partial,0.6311306971004271
1433,Overall Feedback,Partial,1.0014927581730297
1434,Overall Feedback,Partial,0.9928444423713455
1435,Overall Feedback,Partial,1.0321421315176416
1436,Overall Feedback,Partial,0.9190181910322078
1437,Overall Feedback,Partial,1.0325581010341986
1438,Overall Feedback,Partial,1.068065441719923
1439,Overall Feedback,Partial,0.9901530629146222
1440,Overall Feedback,Partial,1.3594367101580076
1441,Overall Feedback,Partial,1.1648891077533734
1442,Overall Feedback,Partial,1.0904300576249375
1443,Overall Feedback,Partial,1.0912900118432847
1444,Overall Feedback,Partial,0.9028336070505009
1445,Overall Feedback,Partial,0.9743106642298327
1446,Overall Feedback,Partial,0.8230927905656191
1447,Overall Feedback,Partial,1.094667017166685
1448,Overall Feedback,Partial,1.0956491408474718
1449,Overall Feedback,Partial,1.0331340099152349
1450,Overall Feedback,Partial,0.7905042203000273
1451,Overall Feedback,Partial,0.9588019881477841
1452,Overall Feedback,Partial,1.085304622492832
1453,Overall Feedback,Partial,1.1399276075736224
1454,Overall Feedback,Partial,0.9042198215078695
1455,Overall Feedback,Partial,1.0165610789284858
1456,Overall Feedback,Partial,1.0421724708755071
1457,Overall Feedback,Partial,0.9838263447677107
1458,Overall Feedback,Partial,1.1673918720597223
1459,Overall Feedback,Partial,0.9828812667433656
1460,Overall Feedback,Partial,1.0394729296475211
1461,Overall Feedback,Partial,0.9377844398880005
1462,Overall Feedback,Partial,1.2586195237870244
1463,Overall Feedback,Partial,0.887738371312711
1464,Overall Feedback,Partial,1.5649032622142958
1465,Overall Feedback,Partial,1.127596672989815
1466,Overall Feedback,Partial,0.962993664474164
1467,Overall Feedback,Partial,0.5900072061592652
1468,Overall Feedback,Partial,1.1036528287898861
1469,Overall Feedback,Partial,1.040016229603129
1470,Overall Feedback,Partial,1.5296347005963558
1471,Overall Feedback,Partial,1.37232748583991
1472,Overall Feedback,Partial,1.117233375257289
1473,Overall Feedback,Partial,0.8760932985303407
1474,Overall Feedback,Partial,0.7691617162891905
1475,Overall Feedback,Partial,0.9515774940694159
1476,Overall Feedback,Partial,1.003325223522645
1477,Overall Feedback,Partial,0.9805390813538004
1478,Overall Feedback,Partial,1.1231003583006536
1479,Overall Feedback,Partial,1.3244278316031755
1480,Overall Feedback,Partial,1.4346204627165102
1481,Overall Feedback,Partial,1.2030566436673094
1482,Overall Feedback,Partial,1.0156909250948682
1483,Overall Feedback,Partial,1.2285760184054566
1484,Overall Feedback,Partial,0.7896125824945867
1485,Overall Feedback,Partial,1.1981923079209287
1486,Overall Feedback,Partial,1.0856922287452069
1487,Overall Feedback,Partial,1.179280377283645
1488,Overall Feedback,Partial,1.070817465204327
1489,Overall Feedback,Partial,1.1836621235608777
1490,Overall Feedback,Partial,1.160131968865826
1491,Overall Feedback,Partial,1.2480440915030173
1492,Overall Feedback,Partial,0.9977422865699213
1493,Overall Feedback,Partial,1.0343422773964248
1494,Overall Feedback,Partial,1.010722397173734
1495,Overall Feedback,Partial,1.2694835389748789
1496,Overall Feedback,Partial,1.006467550852492
1497,Overall Feedback,Partial,1.4914885222981222
1498,Overall Feedback,Partial,1.2807909217351863
1499,Overall Feedback,Partial,0.97562235677429
1500,Overall Feedback,Partial,1.1925571697941943
1501,Overall Feedback,Partial,0.958958793306292
1502,Overall Feedback,Partial,1.0282696781957184
1503,Overall Feedback,Partial,1.4861800578588016
1504,Overall Feedback,Partial,0.8520590649536585
1505,Overall Feedback,Partial,1.0585906595802705
1506,Overall Feedback,Partial,0.998438399049947
1507,Overall Feedback,Partial,1.0580567274459314
1508,Overall Feedback,Partial,1.6350351819062023
1509,Overall Feedback,Partial,1.5933849952751107
1510,Overall Feedback,Partial,1.1180348843502346
1511,Overall Feedback,Partial,0.830925397637352
1512,Overall Feedback,Partial,0.8660968199389936
1513,Overall Feedback,Partial,1.0312472339593433
1514,Overall Feedback,Partial,1.3607602993836825
1515,Overall Feedback,Partial,1.11249430751764
1516,Overall Feedback,Partial,1.1982757210277035
1517,Overall Feedback,Partial,1.0388658515391083
1518,Overall Feedback,Partial,0.8233889744874986
1519,Overall Feedback,Partial,1.1536628678876892
1520,Overall Feedback,Partial,1.14924914328205
1521,Overall Feedback,Partial,1.073031944364894
1522,Overall Feedback,Partial,0.7205755154493186
1523,Overall Feedback,Partial,1.231733615526446
1524,Overall Feedback,Partial,1.5263789245999162
1525,Overall Feedback,Partial,0.8361533300119867
1526,Overall Feedback,Partial,0.8959200714647562
1527,Overall Feedback,Partial,1.3037178353390544
1528,Overall Feedback,Partial,1.2180036917620807
1529,Overall Feedback,Partial,0.9877149203065936
1530,Overall Feedback,Partial,1.1813017986090042
1531,Overall Feedback,Partial,1.2907109601502786
1532,Overall Feedback,Partial,1.314885437447073
1533,Overall Feedback,Partial,0.9479920660390059
1534,Overall Feedback,Partial,1.0431553891539842
1535,Overall Feedback,Partial,1.1226664128898314
1536,Overall Feedback,Partial,1.4016280012903644
1537,Overall Feedback,Partial,0.9814144656747448
1538,Overall Feedback,Partial,1.4118034004097695
1539,Overall Feedback,Partial,1.0282911885963446
1540,Overall Feedback,Partial,1.2786573245486201
1541,Overall Feedback,Partial,1.1180741668291942
1542,Overall Feedback,Partial,1.8372760146394593
1543,Overall Feedback,Partial,0.5739247702394321
1544,Overall Feedback,Partial,1.2486524702877402
1545,Overall Feedback,Partial,0.6091749783868429
1546,Overall Feedback,Partial,1.0777639652160023
1547,Overall Feedback,Partial,0.8837582671903238
1548,Overall Feedback,Partial,1.107300763279018
1549,Overall Feedback,Partial,1.2680881966693305
1550,Overall Feedback,Partial,1.1025893377369433
1551,Overall Feedback,Partial,1.0339232392767455
1552,Overall Feedback,Partial,1.164646510210211
1553,Overall Feedback,Partial,1.0636165828675208
1554,Overall Feedback,Partial,1.2936928275215098
1555,Overall Feedback,Partial,0.5360440337074991
1556,Overall Feedback,Partial,0.9304577357422765
1557,Overall Feedback,Partial,0.675907899781413
1558,Overall Feedback,Partial,0.8155390935824458
1559,Overall Feedback,Partial,0.8896784774477503
1560,Overall Feedback,Partial,1.384084076396881
1561,Overall Feedback,Partial,0.6306476786293354
1562,Overall Feedback,Partial,0.8978107201735103
1563,Overall Feedback,Partial,0.8097646800629421
1564,Overall Feedback,Partial,0.9202445773711159
1565,Overall Feedback,Partial,1.0497224515665782
1566,Overall Feedback,Partial,0.9212855963215862
1567,Overall Feedback,Partial,1.0513250348687078
1568,Overall Feedback,Partial,1.1751029010992635
1569,Overall Feedback,Partial,0.8384569574667001
1570,Overall Feedback,Partial,1.2727157436263248
1571,Overall Feedback,Partial,0.9076765370692758
1572,Overall Feedback,Partial,1.1555933236102562
1573,Overall Feedback,Partial,1.0929906073978963
1574,Overall Feedback,Partial,0.9920525323193516
1575,Overall Feedback,Partial,1.1406397829057182
1576,Overall Feedback,Partial,0.9011672494058963
1577,Overall Feedback,Partial,1.0941782434127731
1578,Overall Feedback,Partial,1.2069170302438847
1579,Overall Feedback,Partial,1.1787421027236664
1580,Overall Feedback,Partial,1.4929475916272361
1581,Overall Feedback,Partial,0.917801284986675
1582,Overall Feedback,Partial,1.111843455306638
1583,Overall Feedback,Partial,1.2460277798375519
1584,Overall Feedback,Partial,1.146841377878288
1585,Overall Feedback,Partial,0.7948558769345574
1586,Overall Feedback,Partial,1.203251030875087
1587,Overall Feedback,Partial,0.990317978514142
1588,Overall Feedback,Partial,1.0803065879341636
1589,Overall Feedback,Partial,1.1107842301026218
1590,Overall Feedback,Partial,1.13550427628223
1591,Overall Feedback,Partial,1.0398672934040352
1592,Overall Feedback,Partial,0.9744298411499747
1593,Overall Feedback,Partial,1.2178489893127529
1594,Overall Feedback,Partial,1.061805819013621
1595,Overall Feedback,Partial,0.968107378847588
1596,Overall Feedback,Partial,1.0471647237517703
1597,Overall Feedback,Partial,0.9690686480600295
1598,Overall Feedback,Partial,1.522591683460506
1599,Overall Feedback,Partial,0.9527754434326318
1600,Overall Feedback,Partial,0.8394442444621296
1601,Overall Feedback,Partial,1.0083527579742064
1602,Overall Feedback,Partial,0.9162561721555788
1603,Overall Feedback,Partial,0.8431147649823639
1604,Overall Feedback,Partial,0.878306200467653
1605,Overall Feedback,Partial,0.9955320893702307
1606,Overall Feedback,Partial,1.3637280536258218
1607,Overall Feedback,Partial,0.9716305441366567
1608,Overall Feedback,Partial,1.1731849992401124
1609,Overall Feedback,Partial,1.4558009779087846
1610,Overall Feedback,Partial,0.7771477642182089
1611,Overall Feedback,Partial,1.088288617579546
1612,Overall Feedback,Partial,1.3395351158926436
1613,Overall Feedback,Partial,0.994302279996409
1614,Overall Feedback,Partial,0.9276455328680685
1615,Overall Feedback,Partial,1.1417451556602778
1616,Overall Feedback,Partial,0.7418212919477666
1617,Overall Feedback,Partial,1.1610489312887964
1618,Overall Feedback,Partial,0.8881672277937721
1619,Overall Feedback,Partial,1.1047895477382212
1620,Overall Feedback,Partial,1.267196875648649
1621,Overall Feedback,Partial,0.9250642259556539
1622,Overall Feedback,Partial,1.2151156054441155
1623,Overall Feedback,Partial,0.5171314500481526
1624,Overall Feedback,Partial,0.8901570860681407
1625,Overall Feedback,Partial,0.7067136143364667
1626,Overall Feedback,Partial,0.865966357372824
1627,Overall Feedback,Partial,0.35626005396636234
1628,Overall Feedback,Partial,1.3729507285228713
1629,Overall Feedback,Partial,1.0117202660946878
1630,Overall Feedback,Partial,1.0995555795717549
1631,Overall Feedback,Partial,0.9515235112023817
1632,Overall Feedback,Partial,0.749505883654928
1633,Overall Feedback,Partial,0.7286237857039783
1634,Overall Feedback,Partial,0.5612024925613769
1635,Overall Feedback,Partial,0.9068765132340062
1636,Overall Feedback,Partial,0.993085973811126
1637,Overall Feedback,Partial,1.1667271738536364
1638,Overall Feedback,Partial,1.5548924033266238
1639,Overall Feedback,Partial,0.9944539807539526
1640,Overall Feedback,Partial,1.1049184873190785
1641,Overall Feedback,Partial,0.992260905955768
1642,Overall Feedback,Partial,0.8619290418011069
1643,Overall Feedback,Partial,1.640016668958737
1644,Overall Feedback,Partial,0.822947813274687
1645,Overall Feedback,Partial,0.9982458371369495
1646,Overall Feedback,Partial,1.5310862120746556
1647,Overall Feedback,Partial,1.3335758729526874
1648,Overall Feedback,Partial,0.9264924660722955
1649,Overall Feedback,Partial,1.2627147870218585
1650,Overall Feedback,Partial,1.0151365420153826
1651,Overall Feedback,Partial,1.0741102016374222
1652,Overall Feedback,Partial,1.1299041582262217
1653,Overall Feedback,Partial,0.8781310995409362
1654,Overall Feedback,Partial,1.2646996116816875
1655,Overall Feedback,Partial,0.9683010984401109
1656,Overall Feedback,Partial,0.8579125822003061
1657,Overall Feedback,Partial,0.8550936887081569
1658,Overall Feedback,Partial,1.3632345644509483
1659,Overall Feedback,Partial,1.1760194729510667
1660,Overall Feedback,Partial,0.97575125299925
1661,Overall Feedback,Partial,1.1876144629517997
1662,Overall Feedback,Partial,0.7335239718821844
1663,Overall Feedback,Partial,1.289432879985994
1664,Overall Feedback,Partial,1.2015983753088668
1665,Overall Feedback,Partial,1.0531721750384087
1666,Overall Feedback,Partial,1.268530118421295
1667,Overall Feedback,Partial,1.1522098070346232
1668,Overall Feedback,Partial,1.468411292422767
1669,Overall Feedback,Partial,1.0497026061557038
1670,Overall Feedback,Partial,0.7058583413984811
1671,Overall Feedback,Partial,1.0567479116649252
1672,Overall Feedback,Partial,1.000080046792011
1673,Overall Feedback,Partial,0.9643632516571863
1674,Overall Feedback,Partial,1.0319326779600428
1675,Overall Feedback,Partial,0.9148701202073386
1676,Overall Feedback,Partial,0.4835142195002732
1677,Overall Feedback,Partial,0.745329347594266
1678,Overall Feedback,Partial,0.9409864311499615
1679,Overall Feedback,Partial,0.7751474936815715
1680,Overall Feedback,Partial,0.871136985479821
1681,Overall Feedback,Partial,0.9388790833634814
1682,Overall Feedback,Partial,0.9153232939561433
1683,Overall Feedback,Partial,0.831485369169594
1684,Overall Feedback,Partial,0.8091665158314143
1685,Overall Feedback,Partial,1.0770864170987346
1686,Overall Feedback,Partial,0.9535302354394647
1687,Overall Feedback,Partial,1.3988727802946228
1688,Overall Feedback,Partial,0.9421807421723476
1689,Overall Feedback,Partial,0.8918967664029737
1690,Overall Feedback,Partial,1.1417416031999479
1691,Overall Feedback,Partial,0.9621395920076785
1692,Overall Feedback,Partial,1.2628489044714366
1693,Overall Feedback,Partial,0.851169264871902
1694,Overall Feedback,Partial,1.1960053657366723
1695,Overall Feedback,Partial,0.9990786037871946
1696,Overall Feedback,Partial,1.081469325083992
1697,Overall Feedback,Partial,0.9334216088950561
1698,Overall Feedback,Partial,0.9477623192094037
1699,Overall Feedback,Partial,0.900830960918529
1700,Overall Feedback,Partial,1.2889849162914544
1701,Overall Feedback,Partial,1.0941833643794214
1702,Overall Feedback,Partial,1.0349153226422847
1703,Overall Feedback,Partial,1.3027516461293107
1704,Overall Feedback,Partial,0.9348620673389989
1705,Overall Feedback,Partial,0.786338026183593
1706,Overall Feedback,Partial,0.7661290391048697
1707,Overall Feedback,Partial,1.0430092369038295
1708,Overall Feedback,Partial,1.136485976830736
1709,Overall Feedback,Partial,0.83304628520485
1710,Overall Feedback,Partial,0.9872922501603926
1711,Overall Feedback,Partial,0.9156454768992672
1712,Overall Feedback,Partial,1.0062216367831143
1713,Overall Feedback,Partial,0.9279473402248002
1714,Overall Feedback,Partial,0.9005719777831666
1715,Overall Feedback,Partial,1.0241502459984362
1716,Overall Feedback,Partial,1.3345770655375868
1717,Overall Feedback,Partial,1.0246627238045372
1718,Overall Feedback,Partial,1.2798730429578293
1719,Overall Feedback,Partial,1.2841834811569304
1720,Overall Feedback,Partial,0.9536341639868992
1721,Overall Feedback,Partial,1.5276979593202313
1722,Overall Feedback,Partial,1.0061093177385105
1723,Overall Feedback,Partial,1.429167366329195
1724,Overall Feedback,Partial,1.5481749547279429
1725,Overall Feedback,Partial,1.1778836883313857
1726,Overall Feedback,Partial,1.005656456028355
1727,Overall Feedback,Partial,1.106117014810954
1728,Overall Feedback,Partial,1.08710714661335
1729,Overall Feedback,Partial,0.8008204710314544
1730,Overall Feedback,Partial,1.4809730786191109
1731,Overall Feedback,Partial,1.8876548544309841
1732,Overall Feedback,Partial,1.0353677597264574
1733,Overall Feedback,Partial,0.7429635428113186
1734,Overall Feedback,Partial,0.9651006626924313
1735,Overall Feedback,Partial,0.7090269238112216
1736,Overall Feedback,Partial,1.197520132268202
1737,Overall Feedback,Partial,1.4749424559146667
1738,Overall Feedback,Partial,1.1044473570008853
1739,Overall Feedback,Partial,1.103792498329614
1740,Overall Feedback,Partial,1.4924376871938208
1741,Overall Feedback,Partial,1.1078461090180844
1742,Overall Feedback,Partial,0.8739756631840038
1743,Overall Feedback,Partial,1.0188321473583106
1744,Overall Feedback,Partial,0.9383821387767853
1745,Overall Feedback,Partial,1.636042878449725
1746,Overall Feedback,Partial,1.0863907091134513
1747,Overall Feedback,Partial,0.9710418446527559
1748,Overall Feedback,Partial,0.822925256340016
1749,Overall Feedback,Partial,1.2650236389574598
1750,Overall Feedback,Partial,1.2416296748643454
1751,Overall Feedback,Partial,0.4356068384763731
1752,Overall Feedback,Partial,1.401862933448763
1753,Overall Feedback,Partial,0.9454509669981633
1754,Overall Feedback,Partial,0.9853359290942781
1755,Overall Feedback,Partial,1.2238134037340123
1756,Overall Feedback,Partial,0.8295675303283571
1757,Overall Feedback,Partial,0.6678085157247392
1758,Overall Feedback,Partial,0.9110827845576117
1759,Overall Feedback,Partial,1.025516436134482
1760,Overall Feedback,Partial,0.7266926127539416
1761,Overall Feedback,Partial,1.2408605092292226
1762,Overall Feedback,Partial,1.5058910060146484
1763,Overall Feedback,Partial,1.0344859204686911
1764,Overall Feedback,Partial,0.986973489679853
1765,Overall Feedback,Partial,1.322873965530578
1766,Overall Feedback,Partial,1.096538094575351
1767,Overall Feedback,Partial,1.230954446017113
1768,Overall Feedback,Partial,1.3828576603611775
1769,Overall Feedback,Partial,0.945911590797067
1770,Overall Feedback,Partial,0.7699410498194799
1771,Overall Feedback,Partial,1.046402014545092
1772,Overall Feedback,Partial,0.905018854431818
1773,Overall Feedback,Partial,1.0285734307713057
1774,Overall Feedback,Partial,1.179039024803521
1775,Overall Feedback,Partial,1.2977575677567883
1776,Overall Feedback,Partial,1.1860635184884352
1777,Overall Feedback,Partial,1.1329652484874724
1778,Overall Feedback,Partial,1.1312174833353197
1779,Overall Feedback,Partial,1.2434012657630504
1780,Overall Feedback,Partial,0.9003484329437383
1781,Overall Feedback,Partial,0.7863953459308071
1782,Overall Feedback,Partial,0.2973076971356573
1783,Overall Feedback,Partial,1.148376392000403
1784,Overall Feedback,Partial,1.1940901047159385
1785,Overall Feedback,Partial,1.2012179868616004
1786,Overall Feedback,Partial,1.2949746995452904
1787,Overall Feedback,Partial,1.099808066736431
1788,Overall Feedback,Partial,1.0631284981633158
1789,Overall Feedback,Partial,1.073884023645148
1790,Overall Feedback,Partial,1.1705311462527126
1791,Overall Feedback,Partial,0.7363425272796872
1792,Overall Feedback,Partial,0.5563492990644798
1793,Overall Feedback,Partial,0.9627132111782558
1794,Overall Feedback,Partial,0.5074836288873851
1795,Overall Feedback,Partial,1.0687363566453143
1796,Overall Feedback,Partial,0.97727411818262655
1797,Overall Feedback,Partial,0.8319843751921114
1798,Overall Feedback,Partial,0.8950181833863422
1799,Overall Feedback,Partial,1.1872546219349467
1800,Overall Feedback,Partial,1.120283374073331
1801,Overall Feedback,Partial,1.161003387877742
1802,Overall Feedback,Partial,1.25571286118128
1803,Overall Feedback,Partial,1.3429838741732978
1804,Overall Feedback,Partial,1.281817750316783
1805,Overall Feedback,Partial,1.291311370510159
1806,Overall Feedback,Partial,1.4140856933339352
1807,Overall Feedback,Partial,0.9655229908148736
1808,Overall Feedback,Partial,0.9681518693680593
1809,Overall Feedback,Partial,0.9679941340582923
1810,Overall Feedback,Partial,1.0061925905750984
1811,Overall Feedback,Partial,1.1086469135535995
1812,Overall Feedback,Partial,1.2678125181980289
1813,Overall Feedback,Partial,0.8965689035724529
1814,Overall Feedback,Partial,1.1137507370767163
1815,Overall Feedback,Partial,1.0921283438157081
1816,Overall Feedback,Partial,1.0440512436174147
1817,Overall Feedback,Partial,0.8682939410247483
1818,Overall Feedback,Partial,1.0487670985491158
1819,Overall Feedback,Partial,1.0244577637353287
1820,Overall Feedback,Partial,1.173862714872669
1821,Overall Feedback,Partial,1.0242312844362076
1822,Overall Feedback,Partial,1.1613793683411209
1823,Overall Feedback,Partial,0.9147190843051329
1824,Overall Feedback,Partial,0.9217350199722334
1825,Overall Feedback,Partial,1.5040259572688572
1826,Overall Feedback,Partial,1.2965758042154727
1827,Overall Feedback,Partial,1.0763527650793134
1828,Overall Feedback,Partial,1.2055960121973102
1829,Overall Feedback,Partial,1.2480223904951742
1830,Overall Feedback,Partial,1.5422394032663713
1831,Overall Feedback,Partial,1.0293717389308834
1832,Overall Feedback,Partial,1.157609617104287
1833,Overall Feedback,Partial,1.2310999022067584
1834,Overall Feedback,Partial,1.011961690435955
1835,Overall Feedback,Partial,0.9693246832849922
1836,Overall Feedback,Partial,1.2410595423694226
1837,Overall Feedback,Partial,1.2637676914398874
1838,Overall Feedback,Partial,1.016237613670671
1839,Overall Feedback,Partial,1.0210310656440458
1840,Overall Feedback,Partial,0.3368536025047769
1841,Overall Feedback,Partial,1.428041245079548
1842,Overall Feedback,Partial,1.137205106006235
1843,Overall Feedback,Partial,0.8616048371395417
1844,Overall Feedback,Partial,0.9562076661818713
1845,Overall Feedback,Partial,1.263818331716389
1846,Overall Feedback,Partial,0.8568769695907593
1847,Overall Feedback,Partial,0.9119034799582918
1848,Overall Feedback,Partial,1.266855840781244
1849,Overall Feedback,Partial,0.9943058942087527
1850,Overall Feedback,Partial,1.3389553918359136
1851,Overall Feedback,Partial,1.1189056713305088
1852,Overall Feedback,Partial,1.1043185254386492
1853,Overall Feedback,Partial,0.9596740891758514
1854,Overall Feedback,Partial,1.1302170206552293
1855,Overall Feedback,Partial,1.0177870239550053
1856,Overall Feedback,Partial,0.46476996548484656
1857,Overall Feedback,Partial,1.4521608481627553
1858,Overall Feedback,Partial,1.1325883779380146
1859,Overall Feedback,Partial,1.0497065497866704
1860,Overall Feedback,Partial,0.8922221877498582
1861,Overall Feedback,Partial,1.1275094199775892
1862,Overall Feedback,Partial,0.7447641860654619
1863,Overall Feedback,Partial,1.0129568406833644
1864,Overall Feedback,Partial,0.8595947100724988
1865,Overall Feedback,Partial,1.1499186247748623
1866,Overall Feedback,Partial,0.9013396551824441
1867,Overall Feedback,Partial,1.0241334238549262
1868,Overall Feedback,Partial,1.2538574048835343
1869,Overall Feedback,Partial,1.1867030383278543
1870,Overall Feedback,Partial,1.0506405469660844
1871,Overall Feedback,Partial,1.0211196747394802
1872,Overall Feedback,Partial,0.9851883425508082
1873,Overall Feedback,Partial,1.1634574926840071
1874,Overall Feedback,Partial,0.4135504144208447
1875,Overall Feedback,Partial,0.7132239847480394
1876,Overall Feedback,Partial,1.0717488891744886
1877,Overall Feedback,Partial,1.093878097185604
1878,Overall Feedback,Partial,1.0416100155130492
1879,Overall Feedback,Partial,0.8616324369545857
1880,Overall Feedback,Partial,1.3939868110366995
1881,Overall Feedback,Partial,1.4079916750497938
1882,Overall Feedback,Partial,0.9607384900465108
1883,Overall Feedback,Partial,0.9314754545768358
1884,Overall Feedback,Partial,1.0130424691012925
1885,Overall Feedback,Partial,1.2019815850052025
1886,Overall Feedback,Partial,0.9971136122970898
1887,Overall Feedback,Partial,1.4909420870671601
1888,Overall Feedback,Partial,1.1788553840731941
1889,Overall Feedback,Partial,0.9298656271042708
1890,Overall Feedback,Partial,1.1251199307820454
1891,Overall Feedback,Partial,0.8680335031277326
1892,Overall Feedback,Partial,1.3244247617519118
1893,Overall Feedback,Partial,1.0458597844532738
1894,Overall Feedback,Partial,0.9324032441289037
1895,Overall Feedback,Partial,1.2171861408911382
1896,Overall Feedback,Partial,1.157345875443551
1897,Overall Feedback,Partial,1.0876854533972686
1898,Overall Feedback,Partial,0.9054041398249073
1899,Overall Feedback,Partial,0.7906411074053502
1900,Overall Feedback,Partial,1.1562315313248541
1901,Overall Feedback,Partial,1.1751836773662272
1902,Overall Feedback,Partial,1.0478638542636607
1903,Overall Feedback,Partial,0.9736316353443253
1904,Overall Feedback,Partial,0.5775331984153813
1905,Overall Feedback,Partial,0.7782049531407779
1906,Overall Feedback,Partial,1.2666314799668912
1907,Overall Feedback,Partial,0.957404274943541
1908,Overall Feedback,Partial,1.225966936436841
1909,Overall Feedback,Partial,1.2627074458042393
1910,Overall Feedback,Partial,1.2035190786176884
1911,Overall Feedback,Partial,0.8767182067362375
1912,Overall Feedback,Partial,1.2159612927409622
1913,Overall Feedback,Partial,1.2387692750848003
