draw,effect,level,value
1932,Feedback,Full,1.4104004200964497
1933,Feedback,Full,0.2548567385210958
1934,Feedback,Full,0.5077487524960054
1935,Feedback,Full,0.04883277271274149
1936,Feedback,Full,1.1831022390208337
1937,Feedback,Full,16.51198632669035
1938,Feedback,Full,-0.4052498490744947
1939,Feedback,Full,0.07665378899447906
1940,Feedback,Full,1.4148606280062552
1941,Feedback,Full,0.8423854964893147
1942,Feedback,Full,1.4248471970704017
1943,Feedback,Full,0.5096272388835217
1944,Feedback,Full,0.7625757555720671
1945,Feedback,Full,1.90411598975256
1946,Feedback,Full,0.5353676712917926
1947,Feedback,Full,0.6129563798427754
1948,Feedback,Full,-0.037194990181649144
1949,Feedback,Full,0.5032990152076628
1950,Feedback,Full,0.6744363469989257
1951,Feedback,Full,5.014949934968372
1952,Feedback,Full,1.064421208731286
1953,Feedback,Full,3.173247854470324
1954,Feedback,Full,0.4920371148468165
1955,Feedback,Full,-0.9116514224689873
1956,Feedback,Full,0.7273675014460046
1957,Feedback,Full,5.752725499327921
1958,Feedback,Full,2.1939641558060763
1959,Feedback,Full,1.1788164174653357
1960,Feedback,Full,18.666107297377952
1961,Feedback,Full,1.79832425494155
1962,Feedback,Full,-2.1168754008859745
1963,Feedback,Full,0.9640941308038565
1964,Feedback,Full,-0.06958957941390587
1965,Feedback,Full,0.5422866798587594
1966,Feedback,Full,-10.208955047378781
1967,Feedback,Full,1.3197958559531557
1968,Feedback,Full,-12.643387018494312
1969,Feedback,Full,1.304361214263384
1970,Feedback,Full,0.9318722032921467
1971,Feedback,Full,0.8455440207671405
1972,Feedback,Full,0.8479767483745371
1973,Feedback,Full,2.0424763022885917
1974,Feedback,Full,1.3987703561780767
1975,Feedback,Full,1.6714213267459153
1976,Feedback,Full,0.4932901812690227
1977,Feedback,Full,1.278784522214432
1978,Feedback,Full,-40.403967517305176
1979,Feedback,Full,0.5214243530989006
1980,Feedback,Full,1.1445746143481812
1981,Feedback,Full,0.5768134996632003
1982,Feedback,Full,1.1608299834301519
1983,Feedback,Full,2.465526518010994
1984,Feedback,Full,1.662997303876339
1985,Feedback,Full,1.127959793512097
1986,Feedback,Full,0.3595682422360009
1987,Feedback,Full,0.9955007616377108
1988,Feedback,Full,15.638923869450249
1989,Feedback,Full,0.43269737304469236
1990,Feedback,Full,0.4487306634904623
1991,Feedback,Full,-1.5668228561452404
1992,Feedback,Full,0.44510116011271983
1993,Feedback,Full,-0.26993499604416965
1994,Feedback,Full,-25.727347794143895
1995,Feedback,Full,1.314439218430233
1996,Feedback,Full,0.1285327827178884
1997,Feedback,Full,0.5949908177751809
1998,Feedback,Full,62.48635034741523
1999,Feedback,Full,-0.1813332779270676
2000,Feedback,Full,0.7900595436974323
2001,Feedback,Full,1.4708231769120834
2002,Feedback,Full,0.47690818853670325
2003,Feedback,Full,1.1898550592252715
2004,Feedback,Full,0.9226717514890056
2005,Feedback,Full,1.2132429073416642
2006,Feedback,Full,1.532891135168215
2007,Feedback,Full,1.6221092648049884
2008,Feedback,Full,-4.053606583531524
2009,Feedback,Full,1.4757983629902982
2010,Feedback,Full,0.5696607359691169
2011,Feedback,Full,0.44844486933843847
2012,Feedback,Full,0.007477707217345431
2013,Feedback,Full,0.5078502001952658
2014,Feedback,Full,11.546820618027072
2015,Feedback,Full,1.2428546945677519
2016,Feedback,Full,1.326208082786046
2017,Feedback,Full,2.1435342070576797
2018,Feedback,Full,1.797328964524219
2019,Feedback,Full,1.3214933235698745
2020,Feedback,Full,13.600851169733184
2021,Feedback,Full,-0.008438809449368104
2022,Feedback,Full,0.5907037602541281
2023,Feedback,Full,-0.8303238105853781
2024,Feedback,Full,-6.76799649021324
2025,Feedback,Full,0.8743258242733201
2026,Feedback,Full,0.2545050005026092
2027,Feedback,Full,0.2690923183059048
2028,Feedback,Full,-1.8690933950740949
2029,Feedback,Full,-5.520338563895615
2030,Feedback,Full,-0.34101347036118135
2031,Feedback,Full,2.4099656574155364
2032,Feedback,Full,2.0695869775726905
2033,Feedback,Full,2.1175853471643884
2034,Feedback,Full,1.37717650649522
2035,Feedback,Full,1.019595935165679
2036,Feedback,Full,0.2718283402606297
2037,Feedback,Full,0.7069283443465137
2038,Feedback,Full,-1.151249164033953
2039,Feedback,Full,0.5331326637772497
2040,Feedback,Full,-0.13580609447306732
2041,Feedback,Full,-0.11932995878130133
2042,Feedback,Full,0.9163738124725244
2043,Feedback,Full,0.10513821479945429
2044,Feedback,Full,1.2443348504886678
2045,Feedback,Full,1.54484185664622
2046,Feedback,Full,1.0652974024956663
2047,Feedback,Full,1.128161449177206
2048,Feedback,Full,1.9403092178819796
2049,Feedback,Full,0.2849537202211334
2050,Feedback,Full,1.5333552242450599
2051,Feedback,Full,1.0419833510704803
2052,Feedback,Full,0.9224074729854168
2053,Feedback,Full,0.42719720807717076
2054,Feedback,Full,3.4775572091438196
2055,Feedback,Full,1.4201750433628861
2056,Feedback,Full,-4.6397174499289795
2057,Feedback,Full,0.8696977313549086
2058,Feedback,Full,-0.950474170200003
2059,Feedback,Full,0.5473666375863974
2060,Feedback,Full,2.8411240439502783
2061,Feedback,Full,0.9432290994700773
2062,Feedback,Full,-1.841965716292015
2063,Feedback,Full,-20.205199089849565
2064,Feedback,Full,1.0183694101600496
2065,Feedback,Full,-0.17691110603278826
2066,Feedback,Full,0.6888131672651963
2067,Feedback,Full,0.929867016925575
2068,Feedback,Full,0.8525953995176018
2069,Feedback,Full,1.0693071498271467
2070,Feedback,Full,0.14563668807234192
2071,Feedback,Full,0.5528090874171804
2072,Feedback,Full,3.658005353284035
2073,Feedback,Full,0.9944734077197279
2074,Feedback,Full,0.8224254451032526
2075,Feedback,Full,0.45077975575270623
2076,Feedback,Full,0.5082379955940567
2077,Feedback,Full,7.126753592156181
2078,Feedback,Full,-1.5860884728853093
2079,Feedback,Full,1.5998420729801812
2080,Feedback,Full,0.8444501030845502
2081,Feedback,Full,1.1767200411659946
2082,Feedback,Full,1.0390508942363361
2083,Feedback,Full,0.8830195896303141
2084,Feedback,Full,1.0638428567220133
2085,Feedback,Full,0.09756171016276573
2086,Feedback,Full,0.6217190349386047
2087,Feedback,Full,-1.2392426553860196
2088,Feedback,Full,0.47689108839612954
2089,Feedback,Full,0.770533845744421
2090,Feedback,Full,-0.15021787754274715
2091,Feedback,Full,0.27608752006978365
2092,Feedback,Full,-0.8362794716608362
2093,Feedback,Full,-0.16489934152393299
2094,Feedback,Full,0.4990106681237969
2095,Feedback,Full,0.7890018016136486
2096,Feedback,Full,-0.4007834780608017
2097,Feedback,Full,0.7622397775408871
2098,Feedback,Full,0.9147917541832942
2099,Feedback,Full,6.316480544564881
2100,Feedback,Full,-2.301141239660299
2101,Feedback,Full,-2.3198257816870216
2102,Feedback,Full,-2.0877468653503253
2103,Feedback,Full,0.3781505989678417
2104,Feedback,Full,0.3308380462534622
2105,Feedback,Full,1.6121046079527495
2106,Feedback,Full,0.6879098090164815
2107,Feedback,Full,0.4472435889313873
2108,Feedback,Full,2.5027847425817904
2109,Feedback,Full,1.2871318911019571
2110,Feedback,Full,0.8712462144435944
2111,Feedback,Full,0.7298299237561413
2112,Feedback,Full,-4.725040152765587
2113,Feedback,Full,-1.202784564950737
2114,Feedback,Full,-0.3635836059909936
2115,Feedback,Full,0.49023625087906714
2116,Feedback,Full,1.3008174236199292
2117,Feedback,Full,0.717296732545092
2118,Feedback,Full,0.43176747946094796
2119,Feedback,Full,0.8152157477811108
2120,Feedback,Full,0.6848018054801911
2121,Feedback,Full,0.6082578772753936
2122,Feedback,Full,0.5619449270225538
2123,Feedback,Full,-22.63776402799402
2124,Feedback,Full,-0.7590761815675193
2125,Feedback,Full,0.480268658285497
2126,Feedback,Full,-1.4405823634515869
2127,Feedback,Full,0.9534513004378117
2128,Feedback,Full,5.394196984964857
2129,Feedback,Full,-1.059600542627106
2130,Feedback,Full,2.2617207659392005
2131,Feedback,Full,-0.09020453247522107
2132,Feedback,Full,-0.4012032497777112
2133,Feedback,Full,-1.418865151417293
2134,Feedback,Full,-0.4176367911382851
2135,Feedback,Full,0.053094514900703695
2136,Feedback,Full,0.4431200782679392
2137,Feedback,Full,2.388064246369522
2138,Feedback,Full,0.3678062325778074
2139,Feedback,Full,0.9201948165766168
2140,Feedback,Full,-2.944225540926566
2141,Feedback,Full,-16.095119074925453
2142,Feedback,Full,1.449693055360837
2143,Feedback,Full,0.7318443969881739
2144,Feedback,Full,0.8087530529985522
2145,Feedback,Full,0.6184366912521947
2146,Feedback,Full,0.7695697979281165
2147,Feedback,Full,0.9221538184338302
2148,Feedback,Full,0.5242303583668285
2149,Feedback,Full,0.3971470237015048
2150,Feedback,Full,2.9117919640064294
2151,Feedback,Full,1.119320483863035
2152,Feedback,Full,0.23494991354730846
2153,Feedback,Full,0.7542956739418664
2154,Feedback,Full,0.7752734604923868
2155,Feedback,Full,-58.867011400865515
2156,Feedback,Full,2.5042737825023837
2157,Feedback,Full,1.3342842843313032
2158,Feedback,Full,0.0515566198223569
2159,Feedback,Full,0.5680271152946308
2160,Feedback,Full,-0.017790547727834893
2161,Feedback,Full,0.8945958841639678
2162,Feedback,Full,0.036333102255874966
2163,Feedback,Full,3.3033984337297366
2164,Feedback,Full,1.6017229788607394
2165,Feedback,Full,-1.0802410198582901
2166,Feedback,Full,1.0844577869750138
2167,Feedback,Full,0.694044628773368
2168,Feedback,Full,1.5519455437274385
2169,Feedback,Full,1.2986228942633997
2170,Feedback,Full,1.291624490028689
2171,Feedback,Full,0.4691011366010181
2172,Feedback,Full,0.5262946581972249
2173,Feedback,Full,-1.4571622719039876
2174,Feedback,Full,1.8704746261470429
2175,Feedback,Full,0.4151503754151595
2176,Feedback,Full,2.2810885630546487
2177,Feedback,Full,0.8433668395754976
2178,Feedback,Full,1.830611402696737
2179,Feedback,Full,-1.2532701125148946
2180,Feedback,Full,1.3964530095316716
2181,Feedback,Full,0.599282649111874
2182,Feedback,Full,0.5780763583679487
2183,Feedback,Full,1.6951590287648828
2184,Feedback,Full,0.5760519261951088
2185,Feedback,Full,-0.07347694641329211
2186,Feedback,Full,1.4961156944428333
2187,Feedback,Full,0.31835866880718444
2188,Feedback,Full,-0.2822063055030337
2189,Feedback,Full,-0.9260220397938466
2190,Feedback,Full,0.5085230593631667
2191,Feedback,Full,3.463775849831953
2192,Feedback,Full,0.5715520982809253
2193,Feedback,Full,0.7034244936401614
2194,Feedback,Full,0.3864331709503373
2195,Feedback,Full,0.8492981450840593
2196,Feedback,Full,3.0443207508095003
2197,Feedback,Full,0.3674372730500953
2198,Feedback,Full,0.7137000808633504
2199,Feedback,Full,2.5150044256229647
2200,Feedback,Full,1.3240826421084595
2201,Feedback,Full,0.8077826263932724
2202,Feedback,Full,0.7177893806317396
2203,Feedback,Full,0.31548890132654916
2204,Feedback,Full,-0.07191152452534592
2205,Feedback,Full,4.3278998521645224
2206,Feedback,Full,3.832940134523765
2207,Feedback,Full,1.410994138844273
2208,Feedback,Full,0.45576441068272483
2209,Feedback,Full,1.091820477535717
2210,Feedback,Full,0.3200806726273534
2211,Feedback,Full,1.1852413865764082
2212,Feedback,Full,1.8537780728118358
2213,Feedback,Full,1.5012059592573177
2214,Feedback,Full,1.0511358510527908
2215,Feedback,Full,-0.018252601602602943
2216,Feedback,Full,0.942392385821643
2217,Feedback,Full,0.22738933556931953
2218,Feedback,Full,1.695608504194843
2219,Feedback,Full,-18.09858834541029
2220,Feedback,Full,-0.9142960293996812
2221,Feedback,Full,-3.7731533906503754
2222,Feedback,Full,0.4721748111556903
2223,Feedback,Full,-2.822091083813421
2224,Feedback,Full,0.33209836587254954
2225,Feedback,Full,7.456504473976851
2226,Feedback,Full,2.4433947233956577
2227,Feedback,Full,1.5300000638639402
2228,Feedback,Full,0.6619274475796508
2229,Feedback,Full,5.566256355570827
2230,Feedback,Full,0.7552664006995116
2231,Feedback,Full,1.5905122130139
2232,Feedback,Full,4.058640552190642
2233,Feedback,Full,0.7660255144064283
2234,Feedback,Full,0.5731463428710607
2235,Feedback,Full,0.2537057800983748
2236,Feedback,Full,0.25163627000856176
2237,Feedback,Full,0.5245042532944566
2238,Feedback,Full,-11.974055320775005
2239,Feedback,Full,0.037921517240027056
2240,Feedback,Full,-1.062173170193144
2241,Feedback,Full,0.8723373593072326
2242,Feedback,Full,1.0010495454250712
2243,Feedback,Full,-0.26432419379918465
2244,Feedback,Full,-0.6259188270705762
2245,Feedback,Full,0.8389056606844829
2246,Feedback,Full,0.5310022229054354
2247,Feedback,Full,0.4708864014949089
2248,Feedback,Full,0.7673273277456663
2249,Feedback,Full,-0.32757308638346383
2250,Feedback,Full,0.6426561090301257
2251,Feedback,Full,0.6221156145267898
2252,Feedback,Full,1.3573896788302604
2253,Feedback,Full,1.5779396872097669
2254,Feedback,Full,2.0637300066091653
2255,Feedback,Full,0.2852658658840647
2256,Feedback,Full,1.7154768110441354
2257,Feedback,Full,0.5205384402350118
2258,Feedback,Full,1.5073289039752242
2259,Feedback,Full,0.5970956170511151
2260,Feedback,Full,1.249421910264247
2261,Feedback,Full,1.582144927270562
2262,Feedback,Full,0.65952993336649135
2263,Feedback,Full,0.42019362788811637
2264,Feedback,Full,2.1080681327639264
2265,Feedback,Full,0.7103957088506334
2266,Feedback,Full,0.7562374268204541
2267,Feedback,Full,3.571709080328511
2268,Feedback,Full,0.2642178440243464
2269,Feedback,Full,0.7642409272222227
2270,Feedback,Full,0.1026686986946892
2271,Feedback,Full,0.7858157215866242
2272,Feedback,Full,-11.042142587373093
2273,Feedback,Full,0.9760686928262252
2274,Feedback,Full,0.7997661770417217
2275,Feedback,Full,0.7283017373207501
2276,Feedback,Full,0.3881191291834872
2277,Feedback,Full,0.8718502951965649
2278,Feedback,Full,2.6882481444520154
2279,Feedback,Full,0.9183486032383784
2280,Feedback,Full,0.9846360845085489
2281,Feedback,Full,0.6891371994298443
2282,Feedback,Full,-5.368410880618599
2283,Feedback,Full,2.2042151700268207
2284,Feedback,Full,-2.5861839840826146
2285,Feedback,Full,-1.3736611554536415
2286,Feedback,Full,-0.6850840129298192
2287,Feedback,Full,-0.7966929164236535
2288,Feedback,Full,0.9184945148509335
2289,Feedback,Full,0.008660671847636952
2290,Feedback,Full,-4.082479175676139
2291,Feedback,Full,-0.049219016020973005
2292,Feedback,Full,0.4580431087530949
2293,Feedback,Full,2.781622174583466
2294,Feedback,Full,0.788525472685866
2295,Feedback,Full,73.10834212287021
2296,Feedback,Full,1.1923015250321551
2297,Feedback,Full,-0.724955982990238
2298,Feedback,Full,-17.115733702481833
2299,Feedback,Full,0.7000401913722616
2300,Feedback,Full,0.43364125649256663
2301,Feedback,Full,0.7996752668593399
2302,Feedback,Full,1.2111594284827136
2303,Feedback,Full,-0.06007345753801183
2304,Feedback,Full,0.18021427937861012
2305,Feedback,Full,7.152065390817565
2306,Feedback,Full,0.2947072136287759
2307,Feedback,Full,0.7631359716673213
2308,Feedback,Full,0.5986261151310487
2309,Feedback,Full,0.9188155579291725
2310,Feedback,Full,-3.894484035225178
2311,Feedback,Full,0.5709105228225494
2312,Feedback,Full,1.360060654117705
2313,Feedback,Full,-0.040450453940162535
2314,Feedback,Full,1.8536859427798682
2315,Feedback,Full,1.2680991083147752
2316,Feedback,Full,1.5566422909245514
2317,Feedback,Full,1.2360582317258462
2318,Feedback,Full,1.87756179681438
2319,Feedback,Full,1.1446160568082226
2320,Feedback,Full,1.3746363103103953
2321,Feedback,Full,1.900398115600139
2322,Feedback,Full,1.3326741762914063
2323,Feedback,Full,0.9579109784779175
2324,Feedback,Full,1.137721394459726
2325,Feedback,Full,0.9298736249340801
2326,Feedback,Full,1.3305580946783369
2327,Feedback,Full,1.210267038560593
2328,Feedback,Full,-0.024700344602867148
2329,Feedback,Full,-1.4217915258857432
2330,Feedback,Full,1.664282793535774
2331,Feedback,Full,1.5428342314134842
2332,Feedback,Full,1.0641876967083481
2333,Feedback,Full,0.7875933582529343
2334,Feedback,Full,0.2699121419920915
2335,Feedback,Full,-1.3112279535218725
2336,Feedback,Full,-3.4013426844279726
2337,Feedback,Full,0.21035876997068073
2338,Feedback,Full,0.6082581668454426
2339,Feedback,Full,0.4708698347947385
2340,Feedback,Full,1.0814940117439842
2341,Feedback,Full,1.7610331991847317
2342,Feedback,Full,1.198564989652714
2343,Feedback,Full,0.7121264644192931
2344,Feedback,Full,1.7080759479215353
2345,Feedback,Full,0.4946050056640931
2346,Feedback,Full,-0.2995972412030919
2347,Feedback,Full,0.022681951739013932
2348,Feedback,Full,1.069695787431603
2349,Feedback,Full,-0.01442588030692697
2350,Feedback,Full,-0.504726658365068
2351,Feedback,Full,2.2896742072786624
2352,Feedback,Full,3.384388175051326
2353,Feedback,Full,0.9754898138631192
2354,Feedback,Full,1.251132006655733
2355,Feedback,Full,-5.344704158999748
2356,Feedback,Full,1.8129020034746108
2357,Feedback,Full,0.2339635992532045
2358,Feedback,Full,-17.15555206502835
2359,Feedback,Full,0.9146533039159439
2360,Feedback,Full,2.901402624053748
2361,Feedback,Full,0.3472135181190961
2362,Feedback,Full,1.307821873063627
2363,Feedback,Full,0.6951856501533797
2364,Feedback,Full,-6.2964028609395895
2365,Feedback,Full,-0.20926743877297427
2366,Feedback,Full,0.5074866571480805
2367,Feedback,Full,5.26460530827745
2368,Feedback,Full,-0.1375887669110643
2369,Feedback,Full,1.5390385770292738
2370,Feedback,Full,0.943775608491521
2371,Feedback,Full,1.2782500831603079
2372,Feedback,Full,0.7523691549701224
2373,Feedback,Full,-0.26640012721954665
2374,Feedback,Full,0.5406246149880709
2375,Feedback,Full,0.9114821068107652
2376,Feedback,Full,-0.6012248627237692
2377,Feedback,Full,1.0168159025253642
2378,Feedback,Full,-0.6363946905019536
2379,Feedback,Full,8.93154544567527
2380,Feedback,Full,0.8650167681359755
2381,Feedback,Full,0.9188109103199612
2382,Feedback,Full,0.5614684056223372
2383,Feedback,Full,-0.9367291418229794
2384,Feedback,Full,0.9870426301104638
2385,Feedback,Full,-1.6185136355828682
2386,Feedback,Full,1.1182723156980652
2387,Feedback,Full,0.6532783829826317
2388,Feedback,Full,-0.3140324869357571
2389,Feedback,Full,1.5823425866464151
2390,Feedback,Full,-0.12439229268875401
2391,Feedback,Full,1.5354125352043928
2392,Feedback,Full,-0.09942623405544379
2393,Feedback,Full,0.9389776394952011
2394,Feedback,Full,0.76534270551572825
2395,Feedback,Full,2.284878107386519
2396,Feedback,Full,0.31154260496753755
2397,Feedback,Full,4.580763413615264
2398,Feedback,Full,3.8591341532136343
2399,Feedback,Full,0.4447752523415037
2400,Feedback,Full,1.8141385180251255
2401,Feedback,Full,0.8436609719991973
2402,Feedback,Full,0.3586064077090716
2403,Feedback,Full,1.241371936786609
2404,Feedback,Full,0.5933109382564261
2405,Feedback,Full,1.2268487581374732
2406,Feedback,Full,-1.1006833925547965
2407,Feedback,Full,0.37001784078609673
2408,Feedback,Full,10.995260655955082
2409,Feedback,Full,0.10444105740878178
2410,Feedback,Full,-0.5777421921473782
2411,Feedback,Full,1.0325493487963933
2412,Feedback,Full,-0.7960874942583389
2413,Feedback,Full,1.192377501250111
2414,Feedback,Full,0.6776431502160333
2415,Feedback,Full,2.0922146985835663
2416,Feedback,Full,0.6980498551777801
2417,Feedback,Full,2.5113403559533323
2418,Feedback,Full,1.969832992294799
2419,Feedback,Full,0.6563737967620631
2420,Feedback,Full,0.7078299075256409
2421,Feedback,Full,0.3478536764125764
2422,Feedback,Full,3.347967747583949
2423,Feedback,Full,1.3337321181846575
2424,Feedback,Full,1.1750081340527478
2425,Feedback,Full,47.80447462960117
2426,Feedback,Full,0.020602862963157612
2427,Feedback,Full,0.6810259331644771
2428,Feedback,Full,1.0814699488313289
2429,Feedback,Full,-0.7261901336151697
2430,Feedback,Full,1.4469496773063033
2431,Feedback,Full,9.150612981575195
2432,Feedback,Full,3.1792955312484916
2433,Feedback,Full,0.32916047820999605
2434,Feedback,Full,1.0443831317905088
2435,Feedback,Full,2.1869527262905493
2436,Feedback,Full,1.7499164285028819
2437,Feedback,Full,1.187217623155888
2438,Feedback,Full,0.5468232497434202
2439,Feedback,Full,0.87174423577378235
2440,Feedback,Full,2.169394299351647
2441,Feedback,Full,0.5388494610831774
2442,Feedback,Full,-24.628228806789682
2443,Feedback,Full,0.8239658783916968
2444,Feedback,Full,0.4617540970621093
2445,Feedback,Full,0.8573051032836851
2446,Feedback,Full,0.5390826319879722
2447,Feedback,Full,-1.96007710911847
2448,Feedback,Full,0.6310535012762113
2449,Feedback,Full,2.1815387314354893
2450,Feedback,Full,0.6461922774322528
2451,Feedback,Full,1.4818028504493757
2452,Feedback,Full,0.559935993081744
2453,Feedback,Full,-0.2049066635595233
2454,Feedback,Full,3.5281744208399846
2455,Feedback,Full,-1.2116592624332718
2456,Feedback,Full,0.9662103107967823
2457,Feedback,Full,1.3713920396132167
2458,Feedback,Full,0.6336686282945039
2459,Feedback,Full,1.5162440595089806
2460,Feedback,Full,0.2483614800817685
2461,Feedback,Full,0.7168602016416269
2462,Feedback,Full,-0.7786676863752962
2463,Feedback,Full,2.4339184462025747
2464,Feedback,Full,0.46834012711013445
2465,Feedback,Full,0.9010377550158327
2466,Feedback,Full,4.181755174745049
2467,Feedback,Full,-2.8626252586768675
2468,Feedback,Full,1.1172932912160651
2469,Feedback,Full,2.0698314596551524
2470,Feedback,Full,1.9902514480305158
2471,Feedback,Full,1.1959352889089978
2472,Feedback,Full,-0.86699326129851
2473,Feedback,Full,0.9267435040789785
2474,Feedback,Full,0.2984543266472636
2475,Feedback,Full,0.41765400534530506
2476,Feedback,Full,-0.6800382957380365
2477,Feedback,Full,0.5686551787855157
2478,Feedback,Full,0.46591896074260614
2479,Feedback,Full,0.7945975227239314
2480,Feedback,Full,0.20854147596864628
2481,Feedback,Full,-0.5051052218397072
2482,Feedback,Full,2.932974268491971
2483,Feedback,Full,0.1900938556487712
2484,Feedback,Full,-0.34669489567977785
2485,Feedback,Full,-3.6960639655707004
2486,Feedback,Full,1.1602736929923232
2487,Feedback,Full,0.6259598282839219
2488,Feedback,Full,1.5049162026074872
2489,Feedback,Full,-0.5067379208231148
2490,Feedback,Full,-1.5529914255446189
2491,Feedback,Full,0.7420864993203494
2492,Feedback,Full,4.510337808398077
2493,Feedback,Full,1.7533405981189745
2494,Feedback,Full,-1.1813086373156323
2495,Feedback,Full,0.23603358568674057
2496,Feedback,Full,0.2145766308130561
2497,Feedback,Full,-0.47842111780212376
2498,Feedback,Full,1.2953389649625804
2499,Feedback,Full,-0.4185883702451494
2500,Feedback,Full,-11.031572790653907
2501,Feedback,Full,2.564902376081363
2502,Feedback,Full,-37.87185738796622
2503,Feedback,Full,1.4029552567608252
2504,Feedback,Full,6.673240216441455
2505,Feedback,Full,0.05145335916298425
2506,Feedback,Full,1.1219220896985787
2507,Feedback,Full,1.1309178666301614
2508,Feedback,Full,2.8551500535922334
2509,Feedback,Full,1.428552512753479
2510,Feedback,Full,-2.030306532279451
2511,Feedback,Full,0.446865883286168
2512,Feedback,Full,-3.475726633587722
2513,Feedback,Full,0.4626098684271509
2514,Feedback,Full,1.458309139173983
2515,Feedback,Full,0.3933047633422816
2516,Feedback,Full,5.297638594987608
2517,Feedback,Full,0.10708446180186486
2518,Feedback,Full,-2.3258734478611975
2519,Feedback,Full,1.1049815721117375
2520,Feedback,Full,0.2589747325672189
2521,Feedback,Full,-0.8123317548814858
2522,Feedback,Full,-10.512804412032429
2523,Feedback,Full,1.1945656306302668
2524,Feedback,Full,0.9917713768730153
2525,Feedback,Full,0.6355700507880321
2526,Feedback,Full,0.18476927728741108
2527,Feedback,Full,4.255172598205685
2528,Feedback,Full,1.6343082642857043
2529,Feedback,Full,0.31803250522656845
2530,Feedback,Full,-0.2969251297442151
2531,Feedback,Full,0.09749202611418983
2532,Feedback,Full,-2.7394834694957844
2533,Feedback,Full,1.6998097767087617
2534,Feedback,Full,2.1544696542447492
2535,Feedback,Full,1.1139898110520565
2536,Feedback,Full,0.6783520381532424
2537,Feedback,Full,1.6125575119509719
2538,Feedback,Full,2.5051369236547627
2539,Feedback,Full,4.18193991509223
2540,Feedback,Full,0.09504676741923301
2541,Feedback,Full,0.684310919795533
2542,Feedback,Full,-0.8419801895938217
2543,Feedback,Full,2.082543719384584
2544,Feedback,Full,0.726186048345406
2545,Feedback,Full,2.7232452398244154
2546,Feedback,Full,-1.8442788916540178
2547,Feedback,Full,0.7906269099303187
2548,Feedback,Full,1.2019771573789848
2549,Feedback,Full,4.257389847625178
2550,Feedback,Full,0.7284807724543683
2551,Feedback,Full,-1.5825464993026086
2552,Feedback,Full,0.6555487578142593
2553,Feedback,Full,1.1258260647994767
2554,Feedback,Full,0.9809263839871163
2555,Feedback,Full,0.45687090497300276
2556,Feedback,Full,0.5740070477607591
2557,Feedback,Full,1.5467001514703391
2558,Feedback,Full,0.976964891779455
2559,Feedback,Full,99.82065985443187
2560,Feedback,Full,0.7007394220991096
2561,Feedback,Full,1.083385173335432
2562,Feedback,Full,0.828570008696517
2563,Feedback,Full,0.8878732260377806
2564,Feedback,Full,1.784472786334706
2565,Feedback,Full,1.238421102147959
2566,Feedback,Full,0.6080467417791573
2567,Feedback,Full,0.3658681195577727
2568,Feedback,Full,1.1410864851107232
2569,Feedback,Full,0.23689467632794745
2570,Feedback,Full,2.551202213719816
2571,Feedback,Full,2.600530838014591
2572,Feedback,Full,4.169785000242314
2573,Feedback,Full,-0.9934193226037871
2574,Feedback,Full,-0.07585494867740336
2575,Feedback,Full,3.580791159156008
2576,Feedback,Full,1.2862652379128718
2577,Feedback,Full,0.8922776287461215
2578,Feedback,Full,1.0565359042686686
2579,Feedback,Full,-2.109651108487699
2580,Feedback,Full,0.2835608144945387
2581,Feedback,Full,1.0335084836395954
2582,Feedback,Full,1.0147498243722006
2583,Feedback,Full,0.37517334591962853
2584,Feedback,Full,-12.45938323423634
2585,Feedback,Full,1.227494635798925
2586,Feedback,Full,0.97858928649769
2587,Feedback,Full,-13.747564863094134
2588,Feedback,Full,8.358928365073298
2589,Feedback,Full,0.17969529191509184
2590,Feedback,Full,0.3322376149716753
2591,Feedback,Full,1.3016433932431657
2592,Feedback,Full,1.0232151092491506
2593,Feedback,Full,0.8702164275989928
2594,Feedback,Full,0.8986961269349603
2595,Feedback,Full,3.7016280218886104
2596,Feedback,Full,0.4414001253062148
2597,Feedback,Full,0.4759696651054696
2598,Feedback,Full,0.8762768773707673
2599,Feedback,Full,0.12715644953793356
2600,Feedback,Full,-0.17089425578856599
2601,Feedback,Full,1.864618021355194
2602,Feedback,Full,0.942443084769812
2603,Feedback,Full,0.5491182226845773
2604,Feedback,Full,0.8831090055710641
2605,Feedback,Full,0.5030687355467548
2606,Feedback,Full,1.6663079009815243
2607,Feedback,Full,0.5588999416953172
2608,Feedback,Full,0.9917734359876199
2609,Feedback,Full,1.165841522285446
2610,Feedback,Full,0.38998627697473925
2611,Feedback,Full,1.1992483053755854
2612,Feedback,Full,0.20994272023517313
2613,Feedback,Full,0.7472880428289532
2614,Feedback,Full,0.8625156547156604
2615,Feedback,Full,5.282265259920525
2616,Feedback,Full,0.09360112169190932
2617,Feedback,Full,0.9601343104168485
2618,Feedback,Full,0.8216395048651267
2619,Feedback,Full,0.36781367820243177
2620,Feedback,Full,-1.4765454669323006
2621,Feedback,Full,0.08994046990782523
2622,Feedback,Full,1.5014317897214469
2623,Feedback,Full,0.8665669408370116
2624,Feedback,Full,1.0479574688810716
2625,Feedback,Full,2.6860296271262465
2626,Feedback,Full,1.1104500934245756
2627,Feedback,Full,2.8503907463254854
2628,Feedback,Full,1.2708891914997422
2629,Feedback,Full,2.573618590867715
2630,Feedback,Full,0.2152955685716665
2631,Feedback,Full,10.489517163821434
